Close_BTC,Close_ETH,Close_SPX,Close_NASDAQ,GDP,UNRATE,CPI,FFR
6596.540039,209.703995,2750.790039,7430.740234,20304.874,3.8,252.772,2.19
6596.109863,210.119995,2809.919922,7645.490234,20304.874,3.8,252.772,2.19
6544.430176,207.082993,2809.209961,7642.700195,20304.874,3.8,252.772,2.19
6476.709961,203.352005,2768.780029,7485.140137,20304.874,3.8,252.772,2.19
6465.410156,203.727005,2767.780029,7449.029785,20304.874,3.8,252.772,2.19
6487.160156,204.044006,2755.879883,7468.629883,20304.874,3.8,252.772,2.19
6475.740234,204.335999,2740.689941,7437.540039,20304.874,3.8,252.772,2.19
6495.839844,203.852005,2656.100098,7108.399902,20304.874,3.8,252.772,2.19
6476.290039,202.718994,2705.570068,7318.339844,20304.874,3.8,252.772,2.19
6474.75,203.328995,2658.689941,7167.209961,20304.874,3.8,252.772,2.19
6332.629883,197.246994,2641.25,7050.290039,20304.874,3.8,252.772,2.19
6334.27002,197.556,2682.629883,7161.649902,20304.874,3.8,252.772,2.19
6317.609863,197.380997,2711.73999,7305.899902,20304.874,3.8,252.772,2.19
6377.779785,198.871994,2740.370117,7434.060059,20304.874,3.8,252.594,2.2
6388.439941,200.634995,2723.060059,7356.990234,20304.874,3.8,252.594,2.2
6419.660156,209.091003,2738.310059,7328.850098,20304.874,3.8,252.594,2.2
6461.009766,218.451996,2755.449951,7375.959961,20304.874,3.8,252.594,2.2
6530.140137,217.182999,2813.889893,7570.75,20304.874,3.8,252.594,2.2
6453.720215,212.231003,2806.830078,7530.879883,20304.874,3.8,252.594,2.2
6385.620117,210.074005,2781.01001,7406.899902,20304.874,3.8,252.594,2.2
6371.27002,210.417999,2726.219971,7200.870117,20304.874,3.8,252.594,2.2
6359.490234,206.826004,2722.179932,7200.870117,20304.874,3.8,252.594,2.2
5738.350098,181.397003,2701.580078,7136.390137,20304.874,3.8,252.594,2.2
5648.029785,180.806,2730.199951,7259.029785,20304.874,3.8,252.594,2.2
5575.549805,175.177002,2736.27002,7247.870117,20304.874,3.8,252.594,2.2
4871.490234,149.175003,2690.72998,7028.47998,20304.874,3.8,252.594,2.2
4451.870117,130.339005,2641.889893,6908.819824,20304.874,3.8,252.594,2.2
4602.169922,136.701004,2649.929932,6972.25,20304.874,3.8,252.594,2.2
4347.109863,123.295998,2632.560059,6938.97998,20304.874,3.8,252.594,2.2
3779.129883,108.334999,2673.449951,7081.850098,20304.874,3.8,252.594,2.2
3820.719971,110.010002,2682.169922,7082.700195,20304.874,3.8,252.594,2.2
4257.419922,122.438004,2743.790039,7291.589844,20304.874,3.8,252.594,2.2
4278.84668,117.542648,2737.800049,7273.080078,20304.874,3.8,252.594,2.2
4017.268555,113.171417,2760.169922,7330.540039,20304.874,3.8,252.594,2.2
3894.130859,108.925018,2790.370117,7441.509766,20304.874,3.8,252.594,2.2
3956.893799,110.214188,2700.060059,7158.430176,20304.874,3.8,252.594,2.2
3521.101807,91.761055,2695.949951,7188.259766,20304.874,3.8,252.594,2.2
3419.937256,93.294563,2633.080078,6969.25,20304.874,3.8,252.594,2.2
3502.656006,91.685654,2637.719971,7020.52002,20304.874,3.8,252.594,2.2
3424.588135,88.945305,2636.780029,7031.830078,20304.874,3.8,252.594,2.2
3486.950195,90.5933,2651.070068,7098.310059,20304.874,3.8,252.594,2.2
3313.677246,86.539314,2650.540039,7070.330078,20304.874,3.8,252.594,2.2
3242.484863,84.308296,2599.949951,6910.660156,20304.874,3.8,252.594,2.2
3545.864746,95.133827,2545.939941,6753.72998,20304.874,3.8,252.594,2.2
3696.059082,101.112457,2546.159912,6783.910156,20304.874,3.8,252.594,2.2
3745.950684,101.268578,2506.959961,6636.830078,20304.874,3.8,252.594,2.2
4134.441406,116.216873,2467.419922,6528.410156,20304.874,3.8,252.594,2.2
3896.543701,109.496231,2416.620117,6332.990234,20304.874,3.8,252.594,2.2
4078.599121,140.238007,2351.100098,6192.919922,20304.874,3.8,252.594,2.2
3857.297607,131.865631,2467.699951,6554.359863,20304.874,3.8,252.594,2.2
3654.833496,116.575912,2488.830078,6579.490234,20304.874,3.8,252.594,2.2
3923.918701,137.647018,2485.73999,6584.52002,20304.874,3.8,252.594,2.2
3742.700439,133.368256,2506.850098,6635.279785,20304.874,3.8,252.594,2.2
3943.409424,155.047684,2510.030029,6665.939941,20304.874,3.8,252.594,2.2
3836.741211,149.13501,2447.889893,6463.5,20304.874,3.8,252.594,2.2
3857.717529,154.58194,2531.939941,6738.859863,20304.874,3.8,252.594,2.2
4025.248291,151.699219,2549.689941,6823.470215,20304.874,3.8,252.594,2.2
4030.8479,150.359634,2574.409912,6897.0,20304.874,3.8,252.594,2.2
4035.296387,150.803116,2584.959961,6957.080078,20304.874,3.8,252.594,2.2
3678.924561,128.625183,2596.639893,6986.069824,20304.874,3.8,252.594,2.2
3687.365479,127.548325,2596.26001,6971.47998,20304.874,3.8,252.594,2.2
3706.052246,129.068726,2582.610107,6905.919922,20304.874,3.8,252.594,2.2
3630.675293,122.032715,2610.300049,7023.830078,20304.874,3.8,252.594,2.2
3655.006836,123.547066,2616.100098,7034.689941,20304.874,3.8,252.594,2.2
3678.563965,123.74192,2635.959961,7084.459961,20304.874,3.8,252.594,2.2
3657.839355,121.010262,2670.709961,7157.22998,20304.874,3.8,252.594,2.2
3604.577148,118.747551,2632.899902,7020.359863,20304.874,3.8,252.594,2.2
3585.123047,117.452606,2638.699951,7025.77002,20304.874,3.8,252.594,2.2
3600.865479,117.362885,2642.330078,7073.459961,20304.874,3.8,252.594,2.2
3599.765869,116.378342,2664.76001,7164.859863,20304.874,3.8,252.594,2.2
3470.450439,106.589973,2643.850098,7085.680176,20304.874,3.8,252.594,2.2
3448.116943,105.598213,2640.0,7028.290039,20304.874,3.8,252.594,2.2
3486.181641,108.907539,2681.050049,7183.080078,20304.874,3.8,252.594,2.2
3457.792725,107.061012,2704.100098,7281.740234,20304.874,3.8,252.594,2.2
3487.945313,107.609787,2706.530029,7263.870117,20304.874,3.8,253.322,2.4
3459.154053,107.821602,2724.870117,7347.540039,20304.874,3.8,253.322,2.4
3466.357422,107.44352,2737.699951,7402.080078,20304.874,3.8,253.322,2.4
3413.767822,104.919289,2731.610107,7375.279785,20304.874,3.8,253.322,2.4
